TimeStamp;X;Y
02.09.2014 12:58:59,946;5061000;17808
02.09.2014 12:59:00,442;5060981;17808
02.09.2014 12:59:00,956;5060793;17808
02.09.2014 12:59:01,469;5060900;17808
02.09.2014 12:59:01,981;5061162;17808
02.09.2014 12:59:02,483;5060887;17808
02.09.2014 12:59:03,011;5060887;17808
02.09.2014 12:59:03,514;5061012;17808
02.09.2014 12:59:04,036;5060993;17808
02.09.2014 12:59:04,552;5060950;17808
02.09.2014 12:59:05,049;5060987;17808
02.09.2014 12:59:05,568;5061012;17808
02.09.2014 12:59:06,062;5061012;17808
02.09.2014 12:59:06,576;5060987;17808
02.09.2014 12:59:07,081;5061006;17808
02.09.2014 12:59:07,583;5061018;17808
02.09.2014 12:59:08,098;5060900;17808
02.09.2014 12:59:08,607;5060987;17808
02.09.2014 12:59:09,102;5060893;17808
02.09.2014 12:59:09,615;5061000;17808
02.09.2014 12:59:10,129;5061106;17808
02.09.2014 12:59:10,643;5060793;17808
02.09.2014 12:59:11,138;5060787;17808
02.09.2014 12:59:11,653;5061100;17808
02.09.2014 12:59:12,148;5061000;17808
02.09.2014 12:59:12,660;5060893;17808
02.09.2014 12:59:13,171;5060987;17808
02.09.2014 12:59:13,673;5061125;17808
02.09.2014 12:59:14,185;5060787;17808
02.09.2014 12:59:14,704;5061000;17808
02.09.2014 12:59:15,215;5060931;17808
02.09.2014 12:59:15,736;5060893;17808
02.09.2014 12:59:16,247;5061106;17808
02.09.2014 12:59:16,760;5060750;17808
02.09.2014 12:59:17,272;5061112;17808
02.09.2014 12:59:17,767;5060900;17808
02.09.2014 12:59:18,278;5060950;17808
02.09.2014 12:59:18,791;5061043;17808
02.09.2014 12:59:19,287;5060787;17808
02.09.2014 12:59:19,784;5060893;17808
02.09.2014 12:59:20,305;5060993;17808
02.09.2014 12:59:20,811;5060993;17808
02.09.2014 12:59:21,341;5061000;17808
02.09.2014 12:59:21,843;5060981;17808
02.09.2014 12:59:22,376;5060850;17808
02.09.2014 12:59:22,873;5061106;17808
02.09.2014 12:59:23,380;5060750;17808
02.09.2014 12:59:23,899;5060887;17808
02.09.2014 12:59:24,410;5060837;17808
02.09.2014 12:59:24,907;5060900;17808
02.09.2014 12:59:25,425;5060931;17808
02.09.2014 12:59:25,933;5060875;17808
02.09.2014 12:59:26,434;5061100;17808
02.09.2014 12:59:26,943;5061000;17808
02.09.2014 12:59:27,444;5061006;17808
02.09.2014 12:59:27,958;5061018;17808
02.09.2014 12:59:28,469;5061100;17808
02.09.2014 12:59:28,964;5061106;17808
02.09.2014 12:59:29,477;5061025;17808
02.09.2014 12:59:29,989;5060793;17808
02.09.2014 12:59:30,502;5060793;17808
02.09.2014 12:59:30,998;5061093;17808
02.09.2014 12:59:31,511;5061000;17808
02.09.2014 12:59:32,006;5061018;17808
02.09.2014 12:59:32,519;5060987;17808
02.09.2014 12:59:33,021;5061037;17808
02.09.2014 12:59:33,536;5061050;17808
02.09.2014 12:59:34,042;5060906;17808
02.09.2014 12:59:34,551;5061050;17808
02.09.2014 12:59:35,057;5061025;17808
02.09.2014 12:59:35,571;5061100;17808
02.09.2014 12:59:36,052;5060856;17808
02.09.2014 12:59:36,571;5061012;17808
02.09.2014 12:59:37,087;5061093;17808
02.09.2014 12:59:37,606;5061118;17808
02.09.2014 12:59:38,118;5060893;17808
02.09.2014 12:59:38,637;5061000;17808
02.09.2014 12:59:39,151;5060856;17808
02.09.2014 12:59:39,652;5060931;17808
02.09.2014 12:59:40,164;5061100;17808
02.09.2014 12:59:40,671;5060906;17808
02.09.2014 12:59:41,172;5061112;17808
02.09.2014 12:59:41,691;5061006;17808
02.09.2014 12:59:42,198;5060893;17808
02.09.2014 12:59:42,696;5060887;17808
02.09.2014 12:59:43,206;5060793;17808
02.09.2014 12:59:43,702;5060887;17808
02.09.2014 12:59:44,213;5060900;17808
02.09.2014 12:59:44,729;5060862;17808
02.09.2014 12:59:45,240;5060900;17808
02.09.2014 12:59:45,736;5061000;17808
02.09.2014 12:59:46,298;5061100;17808
02.09.2014 12:59:46,745;5061000;17808
02.09.2014 12:59:47,263;5061175;17808
02.09.2014 12:59:47,771;5060993;17808
02.09.2014 12:59:48,284;5060800;17808
02.09.2014 12:59:48,780;5060900;17808
02.09.2014 12:59:49,303;5061000;17808
02.09.2014 12:59:49,794;5061000;17808
02.09.2014 12:59:50,319;5061100;17808
02.09.2014 12:59:50,803;5060912;17808
02.09.2014 12:59:51,314;5060968;17808
02.09.2014 12:59:51,829;5060793;17808
02.09.2014 12:59:52,334;5061000;17808
02.09.2014 12:59:52,841;5060931;17808
02.09.2014 12:59:53,346;5060887;17808
02.09.2014 12:59:53,843;5061112;17808
02.09.2014 12:59:54,356;5061006;17808
02.09.2014 12:59:54,875;5060993;17808
02.09.2014 12:59:55,381;5060868;17808
02.09.2014 12:59:55,893;5061006;17808
02.09.2014 12:59:56,388;5060893;17808
02.09.2014 12:59:56,905;5060981;17808
02.09.2014 12:59:57,403;5061106;17808
02.09.2014 12:59:57,915;5060981;17808
02.09.2014 12:59:58,411;5060768;17808
02.09.2014 12:59:58,925;5061000;17808
02.09.2014 12:59:59,421;5061250;17808
02.09.2014 12:59:59,952;5061000;17808
02.09.2014 13:00:00,447;5060900;17808
02.09.2014 13:00:00,960;5060893;17808
02.09.2014 13:00:01,455;5061000;17808
02.09.2014 13:00:01,974;5061093;17808
02.09.2014 13:00:02,485;5061006;17808
02.09.2014 13:00:02,982;5060900;17808
02.09.2014 13:00:03,490;5061006;17808
02.09.2014 13:00:04,000;5060900;17808
02.09.2014 13:00:04,501;5061100;17808
02.09.2014 13:00:05,013;5061006;17808
02.09.2014 13:00:05,524;5060906;17808
02.09.2014 13:00:06,023;5061162;17808
02.09.2014 13:00:06,532;5060800;17808
02.09.2014 13:00:07,049;5060993;17808
02.09.2014 13:00:07,548;5061093;17808
02.09.2014 13:00:08,057;5061006;17808
02.09.2014 13:00:08,558;5060962;17808
02.09.2014 13:00:09,072;5060893;17808
02.09.2014 13:00:09,572;5061000;17808
02.09.2014 13:00:10,088;5061000;17808
02.09.2014 13:00:10,584;5061000;17808
02.09.2014 13:00:11,096;5060900;17808
02.09.2014 13:00:11,592;5060906;17808
02.09.2014 13:00:12,122;5061012;17808
02.09.2014 13:00:12,617;5060925;17808
02.09.2014 13:00:13,131;5061031;17808
02.09.2014 13:00:13,628;5061100;17808
02.09.2014 13:00:14,140;5060887;17808
02.09.2014 13:00:14,641;5061000;17808
02.09.2014 13:00:15,153;5061118;17808
02.09.2014 13:00:15,666;5061006;17808
02.09.2014 13:00:16,183;5061100;17808
02.09.2014 13:00:16,697;5061000;17808
02.09.2014 13:00:17,213;5060918;17808
02.09.2014 13:00:17,728;5060950;17808
02.09.2014 13:00:18,240;5060893;17808
02.09.2014 13:00:18,741;5060893;17808
02.09.2014 13:00:19,248;5061100;17808
02.09.2014 13:00:19,765;5061012;17808
02.09.2014 13:00:20,257;5060912;17808
02.09.2014 13:00:20,770;5061018;17808
02.09.2014 13:00:21,266;5060906;17808
02.09.2014 13:00:21,784;5061006;17808
02.09.2014 13:00:22,281;5060993;17808
02.09.2014 13:00:22,793;5061125;17808
02.09.2014 13:00:23,300;5060887;17808
02.09.2014 13:00:23,818;5061100;17808
02.09.2014 13:00:24,315;5060968;17808
02.09.2014 13:00:24,821;5061106;17808
02.09.2014 13:00:25,333;5060768;17808
02.09.2014 13:00:25,835;5060893;17808
02.09.2014 13:00:26,347;5060993;17808
02.09.2014 13:00:26,860;5061000;17808
02.09.2014 13:00:27,372;5060900;17808
02.09.2014 13:00:27,875;5060912;17808
02.09.2014 13:00:28,387;5061100;17808
02.09.2014 13:00:28,883;5061006;17808
02.09.2014 13:00:29,396;5061100;17808
02.09.2014 13:00:29,892;5061112;17808
02.09.2014 13:00:30,423;5060900;17808
02.09.2014 13:00:30,901;5061150;17808
02.09.2014 13:00:31,435;5060793;17808
02.09.2014 13:00:31,933;5061031;17808
02.09.2014 13:00:32,450;5061006;17808
02.09.2014 13:00:32,963;5061012;17808
02.09.2014 13:00:33,490;5061112;17808
02.09.2014 13:00:33,999;5060868;17808
02.09.2014 13:00:34,493;5060893;17808
02.09.2014 13:00:35,020;5061031;17808
02.09.2014 13:00:35,512;5061000;17808
02.09.2014 13:00:36,021;5061000;17808
02.09.2014 13:00:36,538;5060868;17808
02.09.2014 13:00:37,040;5061106;17808
02.09.2014 13:00:37,541;5061000;17808
02.09.2014 13:00:38,054;5060993;17808
02.09.2014 13:00:38,558;5061100;17808
02.09.2014 13:00:39,068;5060900;17808
02.09.2014 13:00:39,577;5060962;17808
02.09.2014 13:00:40,085;5061000;17808
02.09.2014 13:00:40,591;5060981;17808
02.09.2014 13:00:41,095;5061000;17808
02.09.2014 13:00:41,611;5061106;17808
02.09.2014 13:00:42,111;5061118;17808
02.09.2014 13:00:42,600;5061000;17808
02.09.2014 13:00:43,127;5061000;17808
02.09.2014 13:00:43,632;5061112;17808
02.09.2014 13:00:44,140;5060993;17808
02.09.2014 13:00:44,634;5061150;17808
02.09.2014 13:00:45,158;5060887;17808
02.09.2014 13:00:45,669;5060993;17808
02.09.2014 13:00:46,183;5061025;17808
02.09.2014 13:00:46,692;5061100;17808
02.09.2014 13:00:47,217;5061031;17808
02.09.2014 13:00:47,730;5060893;17808
02.09.2014 13:00:48,239;5060993;17808
02.09.2014 13:00:48,748;5061100;17808
02.09.2014 13:00:49,253;5061000;17808
02.09.2014 13:00:49,750;5060800;17808
02.09.2014 13:00:50,253;5061000;17808
02.09.2014 13:00:50,764;5060862;17808
02.09.2014 13:00:51,284;5060987;17808
02.09.2014 13:00:51,783;5060887;17808
02.09.2014 13:00:52,287;5061100;17808
02.09.2014 13:00:52,797;5061087;17808
02.09.2014 13:00:53,305;5060868;17808
02.09.2014 13:00:53,814;5061000;17808
02.09.2014 13:00:54,317;5060981;17808
02.09.2014 13:00:54,829;5060900;17808
02.09.2014 13:00:55,331;5060900;17808
02.09.2014 13:00:55,841;5060993;17808
02.09.2014 13:00:56,356;5060825;17808
02.09.2014 13:00:56,862;5060987;17808
02.09.2014 13:00:57,378;5061031;17808
02.09.2014 13:00:57,869;5060900;17808
02.09.2014 13:00:58,409;5060993;17808
02.09.2014 13:00:58,888;5061087;17808
02.09.2014 13:00:59,421;5060993;17808
02.09.2014 13:00:59,900;5060993;17808
02.09.2014 13:01:00,445;5061000;17808
02.09.2014 13:01:00,903;5060775;17808
02.09.2014 13:01:01,430;5060900;17808
02.09.2014 13:01:01,940;5061006;17808
02.09.2014 13:01:02,455;5061031;17808
02.09.2014 13:01:02,964;5061181;17808
02.09.2014 13:01:03,489;5060900;17808
02.09.2014 13:01:03,998;5061018;17808
02.09.2014 13:01:04,490;5061200;17808
02.09.2014 13:01:05,015;5061093;17808
02.09.2014 13:01:05,520;5060868;17808
02.09.2014 13:01:06,031;5060887;17808
02.09.2014 13:01:06,522;5060900;17808
02.09.2014 13:01:07,033;5061031;17808
02.09.2014 13:01:07,537;5061006;17808
02.09.2014 13:01:08,061;5060900;17808
02.09.2014 13:01:08,553;5060881;17808
02.09.2014 13:01:09,061;5060993;17808
02.09.2014 13:01:09,568;5061218;17808
02.09.2014 13:01:10,082;5060843;17808
02.09.2014 13:01:10,587;5060987;17808
02.09.2014 13:01:11,095;5060900;17808
02.09.2014 13:01:11,599;5060912;17808
02.09.2014 13:01:12,108;5061106;17808
02.09.2014 13:01:12,600;5061112;17808
02.09.2014 13:01:13,129;5061000;17808
02.09.2014 13:01:13,622;5061000;17808
02.09.2014 13:01:14,137;5060987;17808
02.09.2014 13:01:14,642;5060775;17808
02.09.2014 13:01:15,156;5060900;17808
02.09.2014 13:01:15,660;5061156;17808
02.09.2014 13:01:16,169;5061000;17808
02.09.2014 13:01:16,661;5061012;17808
02.09.2014 13:01:17,181;5061100;17808
02.09.2014 13:01:17,675;5060900;17808
02.09.2014 13:01:18,199;5060900;17808
02.09.2014 13:01:18,693;5060893;17808
02.09.2014 13:01:19,201;5060781;17808
02.09.2014 13:01:19,705;5061100;17808
02.09.2014 13:01:20,233;5061000;17808
02.09.2014 13:01:20,735;5060993;17808
02.09.2014 13:01:21,235;5061000;17808
02.09.2014 13:01:21,739;5061031;17808
02.09.2014 13:01:22,250;5060787;17808
02.09.2014 13:01:22,743;5061000;17808
02.09.2014 13:01:23,270;5061000;17808
02.09.2014 13:01:23,770;5061018;17808
02.09.2014 13:01:24,280;5061000;17808
02.09.2014 13:01:24,773;5061093;17808
02.09.2014 13:01:25,297;5061100;17808
02.09.2014 13:01:25,791;5061106;17808
02.09.2014 13:01:26,310;5061000;17808
02.09.2014 13:01:26,803;5061000;17808
02.09.2014 13:01:27,311;5061006;17808
02.09.2014 13:01:27,815;5060893;17808
02.09.2014 13:01:28,332;5061006;17808
02.09.2014 13:01:28,836;5061125;17808
02.09.2014 13:01:29,349;5060987;17808
02.09.2014 13:01:29,865;5060806;17808
02.09.2014 13:01:30,372;5061012;17808
02.09.2014 13:01:30,880;5060900;17808
02.09.2014 13:01:31,374;5060887;17808
02.09.2014 13:01:31,897;5061000;17808
02.09.2014 13:01:32,401;5061125;17808
02.09.2014 13:01:32,900;5060900;17808
02.09.2014 13:01:33,403;5060893;17808
02.09.2014 13:01:33,912;5061000;17808
02.09.2014 13:01:34,421;5060881;17808
02.09.2014 13:01:34,932;5060993;17808
02.09.2014 13:01:35,435;5061000;17808
02.09.2014 13:01:35,945;5060887;17808
02.09.2014 13:01:36,449;5060993;17808
02.09.2014 13:01:36,963;5061000;17808
02.09.2014 13:01:37,467;5060975;17808
02.09.2014 13:01:37,978;5060900;17808
02.09.2014 13:01:38,481;5060893;17808
02.09.2014 13:01:38,990;5061018;17808
02.09.2014 13:01:39,504;5061100;17808
02.09.2014 13:01:40,009;5061000;17808
02.09.2014 13:01:40,502;5061093;17808
02.09.2014 13:01:41,010;5060787;17808
02.09.2014 13:01:41,515;5061106;17808
02.09.2014 13:01:42,041;5061100;17808
02.09.2014 13:01:42,530;5061000;17808
02.09.2014 13:01:43,051;5060787;17808
02.09.2014 13:01:43,548;5060750;17808
02.09.2014 13:01:44,057;5060900;17808
02.09.2014 13:01:44,561;5060968;17808
02.09.2014 13:01:45,074;5061056;17808
02.09.2014 13:01:45,571;5060943;17808
02.09.2014 13:01:46,081;5061000;17808
02.09.2014 13:01:46,594;5060987;17808
02.09.2014 13:01:47,105;5061031;17808
02.09.2014 13:01:47,607;5060887;17808
02.09.2014 13:01:48,116;5061018;17808
02.09.2014 13:01:48,622;5061000;17808
02.09.2014 13:01:49,131;5060875;17808
02.09.2014 13:01:49,641;5060856;17808
02.09.2014 13:01:50,155;5060906;17808
02.09.2014 13:01:50,643;5061025;17808
02.09.2014 13:01:51,156;5061112;17808
02.09.2014 13:01:51,656;5060881;17808
02.09.2014 13:01:52,171;5060956;17808
02.09.2014 13:01:52,670;5061025;17808
02.09.2014 13:01:53,195;5060956;17808
02.09.2014 13:01:53,689;5060893;17808
02.09.2014 13:01:54,198;5060893;17808
02.09.2014 13:01:54,709;5061100;17808
02.09.2014 13:01:55,217;5061006;17808
02.09.2014 13:01:55,711;5061000;17808
02.09.2014 13:01:56,230;5060881;17808
02.09.2014 13:01:56,740;5061100;17808
02.09.2014 13:01:57,249;5060887;17808
02.09.2014 13:01:57,741;5060993;17808
02.09.2014 13:01:58,251;5061137;17808
02.09.2014 13:01:58,755;5060893;17808
02.09.2014 13:01:59,267;5061006;17808
02.09.2014 13:01:59,768;5061137;17808
02.09.2014 13:02:00,293;5061143;17808
02.09.2014 13:02:00,792;5061000;17808
02.09.2014 13:02:01,295;5061000;17808
02.09.2014 13:02:01,813;5060875;17808
02.09.2014 13:02:02,328;5060887;17808
02.09.2014 13:02:02,819;5061000;17808
02.09.2014 13:02:03,326;5060987;17808
02.09.2014 13:02:03,834;5061000;17808
02.09.2014 13:02:04,338;5061118;17808
02.09.2014 13:02:04,853;5061250;17808
02.09.2014 13:02:05,355;5061125;17808
02.09.2014 13:02:05,867;5061118;17808
02.09.2014 13:02:06,370;5060981;17808
02.09.2014 13:02:06,910;5060837;17808
02.09.2014 13:02:07,388;5060975;17808
02.09.2014 13:02:07,923;5061168;17808
02.09.2014 13:02:08,390;5061100;17808
02.09.2014 13:02:08,949;5061200;17808
02.09.2014 13:02:09,421;5061093;17808
02.09.2014 13:02:09,966;5061143;17808
02.09.2014 13:02:10,422;5061012;17808
02.09.2014 13:02:10,932;5061100;17808
02.09.2014 13:02:11,441;5060900;17808
02.09.2014 13:02:11,951;5061093;17808
02.09.2014 13:02:12,455;5060893;17808
02.09.2014 13:02:12,967;5060893;17808
02.09.2014 13:02:13,469;5061000;17808
02.09.2014 13:02:13,980;5061100;17808
02.09.2014 13:02:14,473;5060850;17808
02.09.2014 13:02:14,998;5060781;17808
02.09.2014 13:02:15,491;5060881;17808
02.09.2014 13:02:16,011;5060993;17808
02.09.2014 13:02:16,504;5060987;17808
02.09.2014 13:02:17,030;5061225;17808
02.09.2014 13:02:17,528;5060993;17808
02.09.2014 13:02:18,038;5060906;17808
02.09.2014 13:02:18,536;5060900;17808
02.09.2014 13:02:19,044;5060781;17808
02.09.2014 13:02:19,554;5061006;17808
02.09.2014 13:02:20,062;5060750;17808
02.09.2014 13:02:20,569;5060906;17808
02.09.2014 13:02:21,088;5061093;17808
02.09.2014 13:02:21,587;5060987;17808
02.09.2014 13:02:22,096;5061006;17808
02.09.2014 13:02:22,600;5061000;17808
02.09.2014 13:02:23,109;5060993;17808
02.09.2014 13:02:23,602;5060900;17808
02.09.2014 13:02:24,111;5061100;17808
02.09.2014 13:02:24,615;5060875;17808
02.09.2014 13:02:25,134;5060950;17808
02.09.2014 13:02:25,634;5061012;17808
02.09.2014 13:02:26,144;5060900;17808
02.09.2014 13:02:26,648;5060956;17808
02.09.2014 13:02:27,163;5060800;17808
02.09.2014 13:02:27,671;5060993;17808
02.09.2014 13:02:28,178;5061000;17808
02.09.2014 13:02:28,671;5061131;17808
02.09.2014 13:02:29,179;5061156;17808
02.09.2014 13:02:29,687;5060881;17808
02.09.2014 13:02:30,208;5061000;17808
02.09.2014 13:02:30,700;5060893;17808
02.09.2014 13:02:31,226;5060900;17808
02.09.2014 13:02:31,737;5060975;17808
02.09.2014 13:02:32,241;5060893;17808
02.09.2014 13:02:32,751;5061150;17808
02.09.2014 13:02:33,244;5061200;17808
02.09.2014 13:02:33,771;5060900;17808
02.09.2014 13:02:34,261;5060737;17808
02.09.2014 13:02:34,779;5061000;17808
02.09.2014 13:02:35,270;5061012;17808
02.09.2014 13:02:35,781;5060893;17808
02.09.2014 13:02:36,283;5061000;17808
02.09.2014 13:02:36,809;5060893;17808
02.09.2014 13:02:37,302;5061243;17808
02.09.2014 13:02:37,811;5060993;17808
02.09.2014 13:02:38,317;5061118;17808
02.09.2014 13:02:38,832;5060993;17808
02.09.2014 13:02:39,344;5061100;17808
02.09.2014 13:02:39,847;5061087;17808
02.09.2014 13:02:40,340;5061118;17808
02.09.2014 13:02:40,860;5060881;17808
02.09.2014 13:02:41,368;5061106;17808
02.09.2014 13:02:41,877;5061000;17808
02.09.2014 13:02:42,374;5061081;17808
02.09.2014 13:02:42,881;5060787;17808
02.09.2014 13:02:43,385;5061100;17808
02.09.2014 13:02:43,900;5060893;17808
02.09.2014 13:02:44,399;5061000;17808
02.09.2014 13:02:44,913;5061018;17808
02.09.2014 13:02:45,415;5060893;17808
02.09.2014 13:02:45,927;5060875;17808
02.09.2014 13:02:46,431;5060781;17808
02.09.2014 13:02:46,946;5060962;17808
02.09.2014 13:02:47,439;5060868;17808
02.09.2014 13:02:47,950;5061000;17808
02.09.2014 13:02:48,459;5061000;17808
02.09.2014 13:02:48,976;5061100;17808
02.09.2014 13:02:49,467;5060993;17808
02.09.2014 13:02:49,988;5060968;17808
02.09.2014 13:02:50,495;5061081;17808
02.09.2014 13:02:50,989;5061000;17808
02.09.2014 13:02:51,497;5061018;17808
02.09.2014 13:02:52,015;5060993;17808
02.09.2014 13:02:52,512;5061200;17808
02.09.2014 13:02:53,026;5061025;17808
02.09.2014 13:02:53,521;5061018;17808
02.09.2014 13:02:54,051;5060887;17808
02.09.2014 13:02:54,532;5060881;17808
02.09.2014 13:02:55,049;5060787;17808
02.09.2014 13:02:55,556;5061000;17808
02.09.2014 13:02:56,069;5061231;17808
02.09.2014 13:02:56,568;5060900;17808
02.09.2014 13:02:57,084;5060993;17808
02.09.2014 13:02:57,581;5060925;17808
02.09.2014 13:02:58,093;5060900;17808
02.09.2014 13:02:58,591;5060843;17808
02.09.2014 13:02:59,120;5060887;17808
02.09.2014 13:02:59,601;5061031;17808
02.09.2014 13:03:00,129;5060793;17808
02.09.2014 13:03:00,625;5060843;17808
02.09.2014 13:03:01,137;5061031;17808
02.09.2014 13:03:01,633;5060850;17808
02.09.2014 13:03:02,152;5061018;17808
02.09.2014 13:03:02,649;5061106;17808
02.09.2014 13:03:03,161;5061018;17808
02.09.2014 13:03:03,684;5061000;17808
02.09.2014 13:03:04,187;5061112;17808
02.09.2014 13:03:04,704;5060906;17808
02.09.2014 13:03:05,195;5060906;17808
02.09.2014 13:03:05,708;5060906;17808
02.09.2014 13:03:06,210;5060793;17808
02.09.2014 13:03:06,729;5060900;17808
02.09.2014 13:03:07,227;5061012;17808
02.09.2014 13:03:07,740;5061012;17808
02.09.2014 13:03:08,238;5060843;17808
02.09.2014 13:03:08,754;5061106;17808
02.09.2014 13:03:09,260;5060993;17808
02.09.2014 13:03:09,761;5060912;17808
02.09.2014 13:03:10,269;5060993;17808
02.09.2014 13:03:10,774;5061000;17808
02.09.2014 13:03:11,281;5060900;17808
02.09.2014 13:03:11,792;5060993;17808
02.09.2014 13:03:12,298;5061131;17808
02.09.2014 13:03:12,813;5100100;18918
02.09.2014 13:03:13,309;5237968;25848
02.09.2014 13:03:13,820;5496956;33098
02.09.2014 13:03:14,331;5870800;40325
02.09.2014 13:03:14,875;6381937;48563
02.09.2014 13:03:15,334;6750131;53953
02.09.2014 13:03:15,889;7232012;60918
02.09.2014 13:03:16,357;7676131;67779
02.09.2014 13:03:16,911;8155200;74598
02.09.2014 13:03:17,376;8636568;80779
02.09.2014 13:03:17,875;9080200;87366
02.09.2014 13:03:18,392;9560112;93912
02.09.2014 13:03:18,903;10003981;100302
02.09.2014 13:03:19,414;10482175;106645
02.09.2014 13:03:19,906;10926000;111848
02.09.2014 13:03:20,407;11406918;117947
02.09.2014 13:03:20,921;11848462;123912
02.09.2014 13:03:21,419;12328743;129686
02.09.2014 13:03:21,932;12772781;135279
02.09.2014 13:03:22,432;13214287;140308
02.09.2014 13:03:22,946;13695518;145563
02.09.2014 13:03:23,459;14175125;150226
02.09.2014 13:03:23,968;14655150;155453
02.09.2014 13:03:24,461;15099000;159674
02.09.2014 13:03:24,973;15578112;163941
02.09.2014 13:03:25,484;16021037;167604
02.09.2014 13:03:25,979;16425381;171087
02.09.2014 13:03:26,486;16747143;173872
02.09.2014 13:03:27,003;16953762;174994
02.09.2014 13:03:27,509;17043087;175005
02.09.2014 13:03:28,021;17047406;175011
02.09.2014 13:03:28,524;17048575;175011
02.09.2014 13:03:29,032;17047862;175005
02.09.2014 13:03:29,539;17047181;175005
02.09.2014 13:03:30,049;17047168;175005
02.09.2014 13:03:30,549;17047093;175005
02.09.2014 13:03:31,054;17047100;175005
02.09.2014 13:03:31,549;17047218;175005
02.09.2014 13:03:32,076;17046993;175005
02.09.2014 13:03:32,589;17046887;175005
02.09.2014 13:03:33,105;17047000;175005
02.09.2014 13:03:33,616;17046943;175005
02.09.2014 13:03:34,133;17046912;175005
02.09.2014 13:03:34,645;17046900;175005
02.09.2014 13:03:35,161;17046887;175005
02.09.2014 13:03:35,667;17046881;175005
02.09.2014 13:03:36,178;17046850;174122
02.09.2014 13:03:36,676;17046787;203883
02.09.2014 13:03:37,190;17046800;214319
02.09.2014 13:03:37,696;17046662;218523
02.09.2014 13:03:38,207;17046906;267127
02.09.2014 13:03:38,708;17046687;285110
02.09.2014 13:03:39,214;17046900;285046
02.09.2014 13:03:39,722;17046906;285029
02.09.2014 13:03:40,234;17046612;285023
02.09.2014 13:03:40,730;17046906;285023
02.09.2014 13:03:41,243;17046606;285023
02.09.2014 13:03:41,749;17046800;285023
02.09.2014 13:03:42,268;17046806;285023
02.09.2014 13:03:42,755;17046793;285023
02.09.2014 13:03:43,271;17046906;285023
02.09.2014 13:03:43,777;17046593;285023
02.09.2014 13:03:44,289;17046518;285023
02.09.2014 13:03:44,784;17046700;285023
02.09.2014 13:03:45,300;17046906;285023
02.09.2014 13:03:45,807;17047025;285023
02.09.2014 13:03:46,320;17046687;285023
02.09.2014 13:03:46,815;17046831;285023
02.09.2014 13:03:47,332;17046800;285023
02.09.2014 13:03:47,838;17046762;285023
02.09.2014 13:03:48,341;17047025;285023
02.09.2014 13:03:48,847;17046912;285023
02.09.2014 13:03:49,359;17046931;285023
02.09.2014 13:03:49,858;17046800;285023
02.09.2014 13:03:50,371;17047018;285023
02.09.2014 13:03:50,877;17046950;285023
02.09.2014 13:03:51,388;17046687;285023
02.09.2014 13:03:51,885;17042162;283697
02.09.2014 13:03:52,401;16936993;278755
02.09.2014 13:03:52,891;16739600;273058
02.09.2014 13:03:53,420;16416181;267436
02.09.2014 13:03:53,914;16016562;262052
02.09.2014 13:03:54,430;15532475;255970
02.09.2014 13:03:54,925;15089306;250866
02.09.2014 13:03:55,445;14607693;245290
02.09.2014 13:03:55,941;14164875;240186
02.09.2014 13:03:56,453;13685162;234784
02.09.2014 13:03:56,960;13204593;229511
02.09.2014 13:03:57,486;12763468;224127
02.09.2014 13:03:57,970;12320106;219389
02.09.2014 13:03:58,491;11801600;214244
02.09.2014 13:03:58,987;11359275;209447
02.09.2014 13:03:59,498;10878787;204476
02.09.2014 13:03:59,993;10472400;199866
02.09.2014 13:04:00,510;9993193;194674
02.09.2014 13:04:01,018;9512081;190261
02.09.2014 13:04:01,531;9033506;185546
02.09.2014 13:04:02,024;8590906;181395
02.09.2014 13:04:02,543;8109437;176790
02.09.2014 13:04:03,031;7704206;172796
02.09.2014 13:04:03,560;7187318;168191
02.09.2014 13:04:04,053;6743968;164383
02.09.2014 13:04:04,566;6263937;160360
02.09.2014 13:04:05,060;5820193;156767
02.09.2014 13:04:05,589;5340837;152715
02.09.2014 13:04:06,089;4897875;149430
02.09.2014 13:04:06,601;4416343;145976
02.09.2014 13:04:07,112;3973687;142738
02.09.2014 13:04:07,620;3494537;139709
02.09.2014 13:04:08,131;3013193;136936
02.09.2014 13:04:08,628;2571093;134517
02.09.2014 13:04:09,138;2091368;132401
02.09.2014 13:04:09,648;1611206;131994
02.09.2014 13:04:10,149;1209406;131988
02.09.2014 13:04:10,658;910637;131988
02.09.2014 13:04:11,160;697512;131988
02.09.2014 13:04:11,659;603437;131988
02.09.2014 13:04:12,186;596231;131988
02.09.2014 13:04:12,693;595506;131988
02.09.2014 13:04:13,193;595268;131988
02.09.2014 13:04:13,699;595275;131988
02.09.2014 13:04:14,199;595506;131988
02.09.2014 13:04:14,712;596143;131988
02.09.2014 13:04:15,224;595662;131988
02.09.2014 13:04:15,718;595887;131988
02.09.2014 13:04:16,230;596200;131988
02.09.2014 13:04:16,743;595643;131988
02.09.2014 13:04:17,254;595831;131988
02.09.2014 13:04:17,749;595668;131988
02.09.2014 13:04:18,260;596331;131988
02.09.2014 13:04:18,773;595693;131988
02.09.2014 13:04:19,289;596318;131988
02.09.2014 13:04:19,801;596200;131988
02.09.2014 13:04:20,318;596125;130889
02.09.2014 13:04:20,832;595981;93331
02.09.2014 13:04:21,343;596281;56430
02.09.2014 13:04:21,856;596187;50447
02.09.2014 13:04:22,348;595912;46860
